1;0;8;55;74,94;s4;r0-0
2;0;8;35;45,23;s1;r0-0
3;0;10;45;0,24;s1;r0-0
4;0;7;40;12,14;s1;r0-0
5;0;10;50;33,98;s4;r0-0
6;0;5;30;61,48;s2;r0-0
7;0;6;45;60,71;s1;r0-0
8;0;6;40;69,53;s2;r0-0
9;0;7;40;45,59;s2;r0-0
10;0;8;50;77,98;s4;r0-0
11;0;7;35;40,51;s2;r0-0
12;0;10;55;75,87;s2;r0-0
13;0;8;45;97,0;s2;r0-0
14;0;7;45;29,10;s3;r0-0
15;0;7;50;59,59;s3;r0-0
16;0;8;40;74,20;s2;r0-0
17;0;6;35;63,10;s4;r0-0
18;0;6;55;8,73;s4;r0-0
19;0;6;45;82,79;s3;r0-0
20;0;5;45;45,10;s2;r0-0
21;0;7;30;66,62;s3;r0-0
22;0;8;45;81,72;s4;r0-0
23;0;8;45;55,54;s4;r0-0
24;0;8;50;86,84;s4;r0-0
25;0;7;45;55,93;s3;r0-0
26;0;8;55;80,53;s3;r0-0
27;0;6;50;64,82;s0;r0-0
28;0;6;45;0,41;s0;r0-0
29;0;8;55;36,4;s0;r0-0
30;0;8;50;27,9;s0;r0-0
31;0;7;50;60,52;s3;r0-0
32;0;8;45;73,84;s0;r0-0
33;0;8;50;27,55;s0;r0-0
34;0;10;45;72,23;s0;r0-0
35;0;6;45;44,17;s4;r0-0
36;0;8;45;50,24;s1;r0-0
37;0;5;50;70,15;s2;r0-0
38;0;7;60;12,1;s2;r0-0
39;0;9;40;16,66;s2;r0-0
40;0;9;50;81,6;s3;r0-0
41;0;6;45;3,78;s2;r0-0
42;0;8;50;43,84;s1;r0-0
43;0;6;35;48,82;s3;r0-0
44;0;10;40;12,5;s2;r0-0
45;0;10;35;71,29;s0;r0-0
46;0;5;35;77,20;s3;r0-0
47;0;9;50;44,3;s2;r0-0
48;0;7;40;92,30;s2;r0-0
49;0;8;50;27,74;s4;r0-0
50;0;8;50;33,67;s4;r0-0
51;0;8;40;76,8;s3;r0-0
52;0;6;45;74,73;s3;r0-0
53;0;8;55;22,88;s2;r0-0
54;0;7;45;45,39;s0;r0-0
55;0;8;50;81,28;s2;r0-0
56;0;6;35;97,45;s3;r0-0
57;0;7;40;10,43;s2;r0-0
58;0;8;40;35,88;s3;r0-0
59;0;9;45;18,57;s3;r0-0
60;0;8;40;39,27;s3;r0-0
61;0;6;45;94,97;s2;r0-0
62;0;5;50;47,83;s4;r0-0
63;0;5;50;28,34;s3;r0-0
64;0;7;45;79,16;s1;r0-0
65;0;6;55;56,50;s4;r0-0
66;0;6;30;23,48;s1;r0-0
67;0;5;40;69,24;s1;r0-0
68;0;9;50;12,39;s2;r0-0
69;0;5;45;51,82;s1;r0-0
70;0;5;50;83,4;s2;r0-0
71;0;6;50;22,98;s4;r0-0
72;0;6;50;44,81;s4;r0-0
73;0;5;40;98,80;s2;r0-0
74;0;8;45;4,45;s0;r0-0
75;0;8;30;40,14;s1;r0-0
76;0;9;50;73,36;s1;r0-0
77;0;7;45;19,18;s2;r0-0
78;0;6;45;71,97;s0;r0-0
79;0;6;50;31,36;s0;r0-0
80;0;8;50;71,10;s1;r0-0
81;0;8;50;38,23;s1;r0-0
82;0;6;45;8,5;s2;r0-0
83;0;7;45;7,42;s0;r0-0
84;0;7;50;80,61;s1;r0-0
85;0;6;40;7,23;s1;r0-0
86;0;10;55;4,43;s4;r0-0
87;0;5;45;62,61;s2;r0-0
88;0;8;40;95,90;s0;r0-0
89;0;7;50;65,39;s0;r0-0
90;0;8;45;89,90;s4;r0-0
91;0;9;45;9,77;s2;r0-0
92;0;7;40;15,24;s1;r0-0
93;0;6;45;64,93;s2;r0-0
94;0;5;50;45,73;s2;r0-0
95;0;6;45;89,0;s2;r0-0
96;0;7;40;67,40;s3;r0-0
97;0;7;55;13,51;s0;r0-0
98;0;8;35;85,9;s2;r0-0
99;0;7;50;70,58;s4;r0-0
100;0;10;40;72,28;s2;r0-0
101;0;5;35;15,63;s2;r0-0
102;0;6;60;8,28;s2;r0-0
103;0;7;45;74,89;s3;r0-0
104;0;7;45;12,21;s1;r0-0
105;0;5;40;36,37;s3;r0-0
106;0;7;50;30,2;s3;r0-0
107;0;6;50;39,38;s4;r0-0
108;0;6;45;50,24;s4;r0-0
109;0;8;45;57,73;s1;r0-0
110;0;8;40;81,23;s1;r0-0
111;0;7;55;50,18;s1;r0-0
112;0;8;45;77,21;s0;r0-0
113;0;7;40;6,12;s1;r0-0
114;0;7;45;36,63;s1;r0-0
115;0;9;50;87,49;s4;r0-0
116;0;7;55;63,62;s0;r0-0
117;0;6;45;7,61;s4;r0-0
118;0;6;45;20,67;s2;r0-0
119;0;9;40;28,62;s0;r0-0
120;0;7;40;44,9;s1;r0-0
121;0;5;55;17,31;s4;r0-0
122;0;8;35;0,55;s2;r0-0
123;0;8;40;14,99;s2;r0-0
124;0;6;45;44,92;s0;r0-0
125;0;6;40;68,76;s0;r0-0
126;0;7;45;25,4;s2;r0-0
127;0;7;45;53,50;s3;r0-0
128;0;6;45;75,88;s3;r0-0
129;0;5;30;64,89;s2;r0-0
130;0;7;50;29,40;s4;r0-0
131;0;5;35;52,89;s4;r0-0
132;0;10;55;41,68;s0;r0-0
133;0;6;45;96,14;s0;r0-0
134;0;6;45;64,72;s0;r0-0
135;0;8;45;56,80;s2;r0-0
136;0;6;45;79,17;s2;r0-0
137;0;9;45;84,94;s1;r0-0
138;0;7;50;64,50;s0;r0-0
139;0;7;40;7,70;s1;r0-0
140;0;7;50;50,70;s2;r0-0
141;0;5;50;57,70;s1;r0-0
142;0;7;45;71,70;s1;r0-0
143;0;6;45;24,78;s2;r0-0
144;0;7;40;2,78;s1;r0-0
145;0;7;45;13,34;s1;r0-0
146;0;7;40;85,19;s1;r0-0
147;0;7;40;9,16;s4;r0-0
148;0;6;40;14,47;s3;r0-0
149;0;8;45;94,16;s2;r0-0
150;0;9;55;29,9;s0;r0-0
151;0;7;45;71,22;s2;r0-0
152;0;7;45;22,31;s0;r0-0
153;0;6;40;52,34;s2;r0-0
154;0;6;45;7,61;s1;r0-0
155;0;7;45;54,4;s0;r0-0
156;0;5;30;97,46;s2;r0-0
157;0;7;40;76,79;s0;r0-0
158;0;8;45;86,61;s0;r0-0
159;0;8;35;82,32;s2;r0-0
160;0;7;55;59,94;s4;r0-0
161;0;6;45;67,73;s0;r0-0
