1;0;6;50;41,22;s3;r0-0
2;0;7;50;57,58;s3;r0-0
3;0;8;45;44,19;s4;r0-0
4;0;9;50;63,81;s1;r0-0
5;0;8;40;71,7;s2;r0-0
6;0;9;40;11,11;s1;r0-0
7;0;9;45;5,52;s3;r0-0
8;0;9;50;19,0;s4;r0-0
9;0;5;35;9,32;s4;r0-0
10;0;6;35;82,42;s3;r0-0
11;0;8;45;52,76;s0;r0-0
12;0;9;45;34,30;s4;r0-0
13;0;6;45;45,68;s3;r0-0
14;0;6;50;91,30;s4;r0-0
15;0;6;55;62,77;s0;r0-0
16;0;7;40;38,93;s1;r0-0
17;0;8;45;68,41;s2;r0-0
18;0;7;45;29,64;s1;r0-0
19;0;7;50;89,86;s3;r0-0
20;0;7;45;41,99;s2;r0-0
21;0;6;40;52,16;s3;r0-0
22;0;8;40;74,12;s2;r0-0
23;0;7;35;40,47;s2;r0-0
24;0;7;55;4,13;s4;r0-0
25;0;9;45;26,84;s2;r0-0
26;0;7;40;75,19;s0;r0-0
27;0;6;50;38,61;s4;r0-0
28;0;7;50;52,58;s4;r0-0
29;0;6;55;16,9;s2;r0-0
30;0;7;40;41,25;s0;r0-0
31;0;7;45;28,6;s2;r0-0
32;0;8;50;67,63;s2;r0-0
33;0;7;40;55,93;s3;r0-0
34;0;8;40;78,94;s0;r0-0
35;0;9;55;45,90;s2;r0-0
36;0;5;35;16,48;s1;r0-0
37;0;7;35;50,57;s3;r0-0
38;0;8;45;32,89;s3;r0-0
39;0;8;40;88,4;s1;r0-0
40;0;5;40;22,37;s4;r0-0
41;0;6;55;46,39;s2;r0-0
42;0;8;35;37,3;s0;r0-0
43;0;7;45;19,27;s1;r0-0
44;0;7;45;97,25;s1;r0-0
45;0;7;45;89,19;s4;r0-0
46;0;7;45;41,89;s2;r0-0
47;0;8;40;79,28;s0;r0-0
48;0;7;50;11,90;s1;r0-0
49;0;7;45;28,25;s1;r0-0
50;0;6;55;60,58;s0;r0-0
51;0;7;55;97,2;s4;r0-0
52;0;8;35;27,75;s2;r0-0
53;0;5;45;48,19;s2;r0-0
54;0;7;40;90,89;s2;r0-0
55;0;8;40;6,63;s0;r0-0
56;0;10;40;64,85;s2;r0-0
57;0;8;45;83,36;s4;r0-0
58;0;9;40;77,61;s0;r0-0
59;0;6;40;35,88;s4;r0-0
60;0;5;50;9,74;s3;r0-0
61;0;5;40;71,79;s1;r0-0
62;0;6;50;34,2;s4;r0-0
63;0;7;45;41,1;s4;r0-0
64;0;7;45;11,30;s3;r0-0
65;0;6;40;29,62;s3;r0-0
66;0;7;40;18,51;s3;r0-0
67;0;6;45;89,81;s2;r0-0
68;0;7;40;3,9;s1;r0-0
69;0;5;40;74,20;s4;r0-0
70;0;8;40;33,37;s2;r0-0
71;0;7;30;79,41;s3;r0-0
72;0;9;45;8,16;s4;r0-0
73;0;10;35;82,79;s3;r0-0
74;0;9;35;59,61;s4;r0-0
75;0;6;40;2,26;s3;r0-0
76;0;5;40;8,88;s0;r0-0
77;0;6;50;81,96;s2;r0-0
78;0;6;50;48,91;s3;r0-0
79;0;8;45;86,10;s0;r0-0
80;0;9;45;95,26;s4;r0-0
81;0;8;40;72,17;s4;r0-0
82;0;6;40;53,34;s3;r0-0
83;0;7;45;20,84;s4;r0-0
84;0;6;50;85,56;s4;r0-0
85;0;6;45;68,77;s2;r0-0
86;0;8;40;92,30;s4;r0-0
